name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Cody Floyd,2,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Fellipe Andrew,0,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Colin Fletcher,14,8,0,187.96,70.31,192.34385185185187,Orthodox,3.1,34.0,2.97,62.0,0.0,0.0,27.0,0.0,1.0233233233233234
Karla Benitez,14,11,1,160.02,51.26,161.82622222222224,Orthodox,0.0,0.0,2.4,57.0,0.0,0.0,100.0,0.0,1.0112874779541448
Torrance Taylor,13,8,1,170.18,70.31,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Nate Schroeder,11,10,0,185.42,104.33,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Shane Young,13,8,0,172.72,65.77,182.88,Orthodox,5.19,40.0,5.46,52.0,0.63,18.0,64.0,0.0,1.0588235294117647
Justin Gonzales,6,0,0,175.26,65.77,182.88,Orthodox,6.67,80.0,0.87,43.0,14.0,73.0,100.0,0.0,1.0434782608695652
Josh Bennett,11,14,0,193.04,117.48,198.9791176470588,Orthodox,2.9,40.0,5.8,43.0,1.5,100.0,100.0,0.0,1.0307662538699691
Waylon Kennell,6,2,0,182.88,83.91,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Billy Vaughan,12,17,0,167.64,70.31,171.26154838709675,Orthodox,0.0,0.0,1.36,50.0,0.0,0.0,0.0,0.0,1.0216031280547408
Chase Waldon,11,2,0,185.42,83.91,190.5,Orthodox,1.03,28.0,6.72,38.0,7.76,33.0,0.0,0.0,1.0273972602739727
Eiji Ishikawa,29,24,3,177.8,77.11,182.0296035242291,Orthodox,1.2,29.0,4.07,60.0,1.0,9.0,0.0,0.0,1.0237885462555065
Francisco Trevino,13,3,0,175.26,70.31,177.8,Orthodox,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0,1.0144927536231885
Joe Cason,9,1,0,190.5,92.99,195.41873015873017,Orthodox,4.17,55.0,10.83,23.0,0.0,0.0,0.0,0.0,1.025820105820106
Sasha Palatnikov,6,4,0,185.42,77.11,182.88,Switch,6.69,53.0,5.44,52.0,0.72,100.0,70.0,0.0,0.9863013698630138
Kotetsu Boku,25,11,2,175.26,69.85,180.1527188940092,Orthodox,2.47,42.0,2.8,53.0,0.0,0.0,0.0,0.0,1.0279169171174782
Josh Neal,5,11,0,182.88,83.91,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Issa Isakov,10,3,0,175.26,70.31,177.8,Orthodox,1.93,36.0,5.78,40.0,0.0,0.0,0.0,0.0,1.0144927536231885
Marcelo Mello,1,0,0,170.18,77.11,174.71661691542292,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Shana Dobson,4,5,0,167.64,56.7,175.26,Orthodox,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,1.0454545454545454
Justin Tafa,7,3,0,182.88,119.75,187.96,Southpaw,5.13,55.0,5.93,49.0,0.0,0.0,100.0,0.0,1.027777777777778
Jason Reinhardt,20,3,0,167.64,61.23,171.26154838709675,Orthodox,0.51,40.0,4.07,43.0,1.91,12.0,50.0,0.0,1.0216031280547408
John Doyle,11,22,0,180.34,92.99,184.94287292817683,Orthodox,3.5,44.0,10.51,27.0,0.0,0.0,0.0,0.0,1.0255233055793325
Jordan Goodwin,0,0,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Tai Tuivasa,15,6,0,187.96,119.75,190.5,Southpaw,3.98,49.0,4.98,43.0,0.0,0.0,54.0,0.0,1.0135135135135134
Jerome LeBanner,3,2,0,190.5,120.2,195.41873015873017,Southpaw,0.92,35.0,1.03,37.0,0.0,0.0,50.0,0.0,1.025820105820106
Marvin Maldonado,2,4,0,167.64,61.23,171.26154838709675,Orthodox,0.87,56.0,3.47,43.0,0.0,0.0,20.0,0.0,1.0216031280547408
Lee Gibson,12,4,0,170.18,70.31,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Jocelyn Jones-Lybarger,6,4,0,170.18,52.16,162.56,Orthodox,2.96,31.0,4.83,56.0,0.34,25.0,81.0,0.0,0.9552238805970149
Victor Valenzuela,13,6,2,177.8,70.31,182.0296035242291,Orthodox,1.28,100.0,2.55,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Matt Kovacs,12,16,0,182.88,110.68,187.28926406926408,Orthodox,1.47,22.0,4.87,44.0,1.0,25.0,0.0,0.0,1.0241101491101492
Isaac Vallie-Flagg,16,7,1,172.72,70.31,177.8,Orthodox,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,1.0294117647058825
Dequan Townsend,21,12,0,190.5,92.99,200.66,Orthodox,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,1.0533333333333332
Charon Spain,14,26,0,175.26,70.31,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Jason Butcher,10,2,0,190.5,83.91,195.41873015873017,Orthodox,1.82,40.0,2.73,25.0,13.64,50.0,0.0,0.0,1.025820105820106
Turrell Galloway,8,6,0,160.02,65.77,161.82622222222224,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0112874779541448
Cody Garbrandt,13,5,0,172.72,61.23,165.1,Orthodox,3.0,40.0,3.89,61.0,1.13,34.0,78.0,0.0,0.9558823529411764
Ron Fields,28,32,1,187.96,90.72,192.34385185185187,Orthodox,0.33,33.0,2.64,11.0,0.0,0.0,0.0,0.0,1.0233233233233234
Kenyon Jackson,4,3,0,182.88,83.91,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Ivan Cole,2,3,0,175.26,61.23,180.1527188940092,Orthodox,2.68,36.0,4.69,46.0,0.0,0.0,0.0,0.0,1.0279169171174782
Mike Jackson,1,2,0,187.96,77.11,187.96,Orthodox,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,1.0
Yanal Ashmouz,7,1,0,175.26,70.31,172.72,Orthodox,3.08,42.0,5.35,59.0,0.92,50.0,50.0,0.0,0.9855072463768116
Evan Esguerra,8,7,0,174.0835154394299,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505302557704306
Justin Pennington,3,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Colleen Schneider,11,7,0,170.5071662763466,61.23,182.88,Orthodox,2.17,48.0,2.5,50.0,2.5,50.0,60.0,0.0,1.0725648897571867
Miles Johns,14,2,0,170.18,61.23,167.64,Orthodox,3.51,48.0,2.75,68.0,1.03,21.0,85.0,0.0,0.9850746268656715
Mike Dolce,5,10,0,180.34,83.91,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Bendy Casimir,20,14,2,165.1,65.77,168.14800000000002,Southpaw,0.74,27.0,3.42,54.0,0.0,0.0,100.0,0.0,1.0184615384615388
Clint Godfrey,13,3,0,167.64,61.23,171.26154838709675,Southpaw,0.57,31.0,0.96,65.0,0.85,25.0,50.0,0.0,1.0216031280547408
Oban Elliott,9,2,0,182.88,77.11,182.88,Orthodox,3.87,44.0,2.8,61.0,4.0,44.0,0.0,0.0,1.0
Scott Junk,8,3,1,185.42,120.2,190.05953757225436,Orthodox,5.13,60.0,1.81,45.0,0.0,0.0,0.0,0.0,1.0250217752791198
Joel Thomas,5,2,0,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Nick Newell,14,2,0,177.8,70.31,182.0296035242291,Southpaw,3.53,46.0,4.07,36.0,0.0,0.0,33.0,0.0,1.0237885462555065
Sean Lally,7,3,0,182.88,77.11,187.28926406926408,Orthodox,5.34,39.0,7.23,30.0,0.0,0.0,0.0,0.0,1.0241101491101492
Asbel Cancio,0,1,0,177.8,102.06,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Marques Daniels,5,5,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Brian Cobb,20,9,0,180.34,70.31,184.94287292817683,Orthodox,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,1.0255233055793325
Christian Uflacker,5,0,0,180.34,77.11,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Nick Denis,11,3,0,170.18,61.23,174.71661691542292,Orthodox,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,1.026657755996139
David Gomez,1,2,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Rolando Perez,7,5,2,172.72,61.23,177.244375,Orthodox,4.23,36.0,4.83,63.0,0.0,0.0,100.0,0.0,1.0261948529411764
Junya Kudo,10,7,2,170.5071662763466,61.23,182.88,Orthodox,1.85,71.0,4.44,33.0,0.0,0.0,0.0,0.0,1.0725648897571867
Forrest Petz,26,10,0,175.26,77.11,180.34,Orthodox,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,1.028985507246377
Bubba Pugh,3,3,0,177.8,83.91,182.0296035242291,Orthodox,2.87,67.0,2.6,23.0,4.0,57.0,80.0,0.0,1.0237885462555065
Adam Milstead,8,4,0,190.5,92.99,193.04,Orthodox,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,1.0133333333333332
Tim Roman,3,4,0,185.42,77.11,190.05953757225436,Orthodox,0.6,40.0,2.4,40.0,1.0,100.0,16.0,0.0,1.0250217752791198
Jin Soo Son,9,4,0,167.64,61.23,175.26,Orthodox,5.1,36.0,7.63,52.0,1.5,25.0,100.0,0.0,1.0454545454545454
Haisam Rida,0,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Edwin Aguilar,26,19,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Gary Quan,3,5,0,172.72,64.86,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Tim Catalfo,4,2,0,180.34,106.59,184.94287292817683,Orthodox,0.39,100.0,0.77,33.0,0.0,0.0,0.0,0.0,1.0255233055793325
Jesse Gillespie,3,2,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Roy Jones,7,5,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Mack Brewer,0,1,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,6.67,36.0,0.0,0.0,0.0,0.0,0.9831301152497077
Tsuyoshi Tamakairiki,0,3,0,182.88,99.79,187.28926406926408,Orthodox,0.0,0.0,26.67,50.0,0.0,0.0,0.0,0.0,1.0241101491101492
JR Coughran,4,1,0,167.64,65.77,171.26154838709675,Orthodox,12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0,1.0216031280547408
Takayuki Okada,3,3,2,185.42,131.54,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Joe Wilk,19,11,0,175.26,65.77,180.1527188940092,Orthodox,1.0,54.0,2.0,72.0,0.0,0.0,0.0,0.0,1.0279169171174782
Khusein Askhabov,23,1,0,172.72,65.77,175.26,Orthodox,2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0,1.0147058823529411
Joe Camacho,13,19,3,175.26,70.31,180.1527188940092,Orthodox,0.31,17.0,5.0,42.0,0.0,0.0,0.0,0.0,1.0279169171174782
Aoriqileng,25,10,0,170.18,61.23,175.26,Orthodox,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,1.0298507462686566
Kier Gooch,2,7,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Austin Hubbard,16,7,0,177.8,70.31,180.34,Orthodox,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,1.0142857142857142
Liudvik Sholinian,9,4,1,177.8,61.23,180.34,Orthodox,2.5,30.0,5.67,55.0,0.0,0.0,66.0,0.0,1.0142857142857142
Austin Tweedy,8,2,0,175.26,70.31,180.1527188940092,Orthodox,4.29,66.0,6.43,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Adrian Serrano,56,29,4,172.72,77.11,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Jorge de Oliveira,9,2,0,172.72,70.31,177.244375,Orthodox,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,1.0261948529411764
Ewerton Teixeira,3,1,0,185.42,109.77,190.05953757225436,Orthodox,2.0,39.0,3.22,35.0,0.0,0.0,33.0,0.0,1.0250217752791198
Wagner Prado,12,3,0,182.88,92.99,187.96,Southpaw,1.72,40.0,3.06,50.0,0.0,0.0,22.0,0.0,1.027777777777778
Tom Aaron,5,3,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Ron Sparks,8,3,0,195.58,120.2,199.644,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0207792207792208
Zac Pauga,7,2,0,187.96,92.99,193.04,Orthodox,4.44,62.0,2.72,57.0,0.42,9.0,100.0,0.0,1.027027027027027
Amber Tackett,1,3,0,161.1271794871795,52.16,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1350040420371867
Dimitiri Wanderley,5,2,0,186.01810397553515,92.99,182.88,Orthodox,0.92,25.0,4.31,30.0,1.16,20.0,0.0,0.0,0.9831301152497077
Henrique Da Silva Lopes,5,2,0,190.5,108.86,195.41873015873017,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Virgil Zwicker,15,6,1,187.96,92.99,187.96,Orthodox,3.34,48.0,4.87,39.0,1.31,30.0,50.0,0.0,1.0
Wade Shipp,11,5,0,190.5,111.13,195.41873015873017,Orthodox,4.29,86.0,2.14,0.0,0.0,0.0,75.0,0.0,1.025820105820106
Mike Easton,13,6,0,167.64,61.23,177.8,Southpaw,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,1.0606060606060608
Marnic Mann,6,2,0,152.4,52.16,162.56,Southpaw,1.1,42.0,4.93,31.0,1.83,30.0,16.0,0.0,1.0666666666666667
Eldo Xavier Dias,0,1,0,180.34,81.65,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Claudionor Fontinelle,10,15,1,165.1,83.91,168.14800000000002,Orthodox,2.62,42.0,10.25,28.0,0.0,0.0,0.0,0.0,1.0184615384615388
Victor Valimaki,18,10,0,182.88,92.99,187.28926406926408,Orthodox,3.94,30.0,2.99,67.0,0.9,14.0,0.0,0.0,1.0241101491101492
Gisele Moreira,8,3,0,167.64,61.23,171.26154838709675,Orthodox,5.93,42.0,6.33,48.0,4.0,57.0,0.0,0.0,1.0216031280547408
Coltin Cole,4,5,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Kenny Giddens,12,7,0,180.34,70.31,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Andrew Montanez,9,12,1,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Darian Weeks,5,3,0,180.34,77.11,182.88,Orthodox,4.49,51.0,4.56,51.0,2.0,30.0,100.0,0.0,1.0140845070422535
Louis Taylor,13,4,0,180.34,83.91,184.94287292817683,Orthodox,2.06,32.0,1.24,68.0,2.48,28.0,100.0,0.0,1.0255233055793325
Vitor Vianna,12,3,1,186.01810397553515,92.99,182.88,Orthodox,3.1,30.0,8.28,52.0,0.0,0.0,0.0,0.0,0.9831301152497077
Idris Wasi,2,14,0,182.88,84.37,187.28926406926408,Orthodox,0.4,31.0,3.53,46.0,0.0,0.0,20.0,0.0,1.0241101491101492
Kasey Tanner,6,1,0,170.18,61.23,175.26,Orthodox,6.6,50.0,6.67,63.0,2.0,33.0,0.0,0.0,1.0298507462686566
Ashlee Evans-Smith,6,6,0,172.72,61.23,170.18,Orthodox,4.03,34.0,4.59,53.0,0.95,22.0,50.0,0.0,0.9852941176470589
Brendan Loughnane,17,3,0,177.8,65.77,177.8,Switch,6.23,63.0,6.7,53.0,1.5,30.0,92.0,0.0,1.0
Joao Pierini,4,1,0,185.42,70.31,190.05953757225436,Switch,0.76,14.0,4.56,33.0,0.0,0.0,0.0,0.0,1.0250217752791198
Gaston Bolanos,7,3,0,170.18,61.23,175.26,Orthodox,4.2,49.0,1.13,56.0,0.0,0.0,40.0,0.0,1.0298507462686566
Thomas Gifford,14,9,0,185.42,70.31,190.5,Orthodox,3.97,37.0,6.45,37.0,0.5,33.0,33.0,0.0,1.0273972602739727
Tyrone Roberts,43,12,1,175.26,83.91,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Joe Brammer,7,3,1,172.72,70.31,177.244375,Orthodox,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0,1.0261948529411764
Christian Leroy Duncan,9,1,0,187.96,83.91,200.66,Switch,5.06,59.0,4.68,47.0,0.0,0.0,50.0,0.0,1.0675675675675675
Joel Sutton,2,4,1,180.34,92.99,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Pablo Villaseca,12,3,0,170.18,70.31,174.71661691542292,Orthodox,2.79,42.0,3.25,65.0,2.5,50.0,33.0,0.0,1.026657755996139
George Stork,7,9,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Lance Benoist,7,2,0,180.34,77.11,182.88,Southpaw,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,1.0140845070422535
Felipe Olivieri,14,5,0,175.26,70.31,180.1527188940092,Orthodox,6.68,58.0,4.6,57.0,0.0,0.0,71.0,0.0,1.0279169171174782
Tiffany Masters,2,1,0,160.02,52.16,165.1,Orthodox,3.53,62.0,2.58,50.0,3.06,60.0,0.0,0.0,1.0317460317460316
Dave Dalgliesh,30,19,2,187.96,92.99,192.34385185185187,Orthodox,0.0,0.0,1.85,50.0,0.0,0.0,0.0,0.0,1.0233233233233234
Jason Jackson,7,2,0,185.42,77.11,198.12,Orthodox,2.24,48.0,1.31,56.0,0.0,0.0,0.0,0.0,1.0684931506849316
Alberto Mina,13,1,0,182.88,77.11,195.58,Orthodox,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0,1.0694444444444446
Anthony Avila,13,5,0,170.18,65.77,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Joe Schilling,2,5,0,190.5,83.91,195.41873015873017,Orthodox,2.84,52.0,2.64,48.0,0.0,0.0,44.0,0.0,1.025820105820106
Jhonoven Pati,6,4,0,185.42,83.91,190.5,Switch,2.88,53.0,6.13,33.0,2.7,100.0,0.0,0.0,1.0273972602739727
Mo Miller,6,0,0,172.72,61.23,182.88,Orthodox,1.87,45.0,1.33,60.0,4.0,80.0,0.0,0.0,1.0588235294117647
Yuya Shirai,26,14,2,172.72,76.2,177.244375,Orthodox,1.02,100.0,4.07,55.0,0.0,0.0,0.0,0.0,1.0261948529411764
Sarah Payant,1,4,0,162.56,52.16,165.6953125,Orthodox,0.29,16.0,2.06,30.0,0.0,0.0,0.0,0.0,1.019287109375
Boston Salmon,6,3,0,175.26,61.23,175.26,Southpaw,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0,1.0
Maka Watson,4,2,0,176.93105263157895,70.31,177.8,Orthodox,0.93,37.0,1.6,22.0,2.0,100.0,33.0,0.0,1.0049112202493389
Jerry Bohlander,11,4,0,180.34,90.26,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Landon Showalter,11,19,1,182.88,83.91,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Nariman Abbasov,28,4,0,172.72,70.31,167.64,Orthodox,3.0,20.0,5.67,46.0,0.0,0.0,66.0,0.0,0.9705882352941175
Justin Davis,13,16,0,180.34,92.99,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Reynaldo Trujillo,21,19,0,175.26,70.31,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Kyle Noblitt,11,2,0,187.96,110.22,192.34385185185187,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233233233233234
Tony Sylvester,11,3,0,185.42,102.06,190.05953757225436,Southpaw,0.0,0.0,10.12,12.0,0.0,0.0,0.0,0.0,1.0250217752791198
George Zuniga,3,1,0,175.26,83.91,180.1527188940092,Orthodox,7.64,38.0,5.45,37.0,0.0,0.0,100.0,0.0,1.0279169171174782
Rex Richards,7,2,0,195.58,120.2,199.644,Orthodox,17.65,58.0,5.29,72.0,0.0,0.0,0.0,0.0,1.0207792207792208
Cory Hendricks,3,1,0,190.5,92.99,195.41873015873017,Switch,3.13,39.0,4.07,42.0,0.0,0.0,100.0,0.0,1.025820105820106
Clint Coronel,2,5,0,176.93105263157895,70.31,177.8,Orthodox,4.93,32.0,5.6,66.0,0.0,0.0,66.0,0.0,1.0049112202493389
Richardson Moreira,7,4,0,187.96,83.91,192.34385185185187,Orthodox,1.17,28.0,1.83,67.0,0.0,0.0,100.0,0.0,1.0233233233233234
Amilcar Alves,15,12,0,182.88,77.11,187.28926406926408,Southpaw,0.5,46.0,2.02,30.0,0.0,0.0,53.0,0.0,1.0241101491101492
Bobby Escalante,5,6,0,177.8,58.97,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0285714285714285
Shauna Bannon,5,1,0,165.1,52.16,165.1,Switch,3.6,37.0,3.73,37.0,0.0,0.0,33.0,0.0,1.0
Pedro Falcao,15,3,0,167.64,61.23,167.64,Orthodox,3.02,60.0,0.57,65.0,3.23,60.0,83.0,0.0,1.0
Felipe Silva,8,2,0,182.88,70.31,195.58,Orthodox,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,1.0694444444444446
Peggy Morgan,4,4,0,185.42,61.23,190.05953757225436,Orthodox,2.27,23.0,8.2,33.0,0.0,0.0,50.0,0.0,1.0250217752791198
Mason Fowler,2,0,0,180.34,77.11,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Michael Cora,4,1,0,185.42,77.11,195.58,Southpaw,0.8,28.0,0.13,66.0,0.0,0.0,25.0,0.0,1.0547945205479454
Christina Marks,8,9,0,170.18,56.7,175.26,Orthodox,5.0,58.0,3.0,64.0,7.5,100.0,0.0,0.0,1.0298507462686566
Oliver Enkamp,7,2,0,182.88,77.11,195.58,Switch,2.38,36.0,3.55,37.0,0.87,16.0,0.0,0.0,1.0694444444444446
Siala Siliga,12,5,0,185.42,131.54,190.05953757225436,Orthodox,1.08,26.0,1.96,50.0,1.47,50.0,80.0,0.0,1.0250217752791198
Taneisha Tennant,5,1,0,170.18,65.77,177.8,Orthodox,5.67,55.0,3.4,71.0,0.0,0.0,100.0,0.0,1.0447761194029852
Mario Rivera,6,8,0,177.8,77.11,182.0296035242291,Orthodox,0.0,0.0,8.41,20.0,0.0,0.0,0.0,0.0,1.0237885462555065
Dewey Cooper,2,1,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Luis Santos,63,10,1,185.42,77.11,190.05953757225436,Southpaw,4.4,57.0,4.0,64.0,0.0,0.0,0.0,0.0,1.0250217752791198
Jeremiah O'Neal,13,25,0,172.72,117.93,177.244375,Orthodox,1.15,40.0,7.5,23.0,0.0,0.0,0.0,0.0,1.0261948529411764
Natalia Silva,16,5,1,162.56,56.7,165.1,Southpaw,5.2,48.0,2.23,65.0,0.68,33.0,92.0,0.0,1.015625
Harris Sarmiento,36,26,0,175.26,70.31,180.1527188940092,Orthodox,0.84,25.0,3.46,36.0,2.36,60.0,57.0,0.0,1.0279169171174782
Adam Fugitt,9,4,0,185.42,77.11,195.58,Southpaw,4.3,54.0,5.13,48.0,3.43,33.0,50.0,0.0,1.0547945205479454
Eugenio Tadeu,2,3,0,172.72,72.57,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Sean Spencer,12,6,0,177.8,77.11,187.96,Orthodox,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,1.0571428571428572
John Clarke,1,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
John Donaldson,2,2,0,172.72,65.77,177.244375,Orthodox,1.21,23.0,4.22,51.0,0.0,0.0,0.0,0.0,1.0261948529411764
Kazuhisa Watanabe,0,1,0,167.64,63.05,171.26154838709675,Orthodox,0.62,50.0,0.94,0.0,0.0,0.0,14.0,0.0,1.0216031280547408
Tateki Matsuda,13,8,0,170.18,56.7,174.71661691542292,Orthodox,3.2,34.0,3.43,69.0,0.0,0.0,16.0,0.0,1.026657755996139
Masaaki Satake,1,8,1,185.42,99.79,190.05953757225436,Orthodox,1.4,35.0,3.76,41.0,0.0,0.0,58.0,0.0,1.0250217752791198
Luke Zachrich,14,4,0,187.96,83.91,187.96,Orthodox,4.56,32.0,4.46,62.0,0.74,33.0,80.0,0.0,1.0
Ricky Rainey,12,6,0,185.42,77.11,195.58,Switch,2.55,48.0,2.62,46.0,0.95,18.0,55.0,0.0,1.0547945205479454
Keith Berish,5,1,0,182.88,92.99,187.28926406926408,Orthodox,3.58,36.0,4.81,62.0,1.76,40.0,0.0,0.0,1.0241101491101492
Juan Manuel Puig,11,4,0,175.26,65.77,180.1527188940092,Orthodox,4.91,23.0,7.17,51.0,0.0,0.0,0.0,0.0,1.0279169171174782
Roldan Sangcha'an,4,2,0,162.56,56.7,165.6953125,Orthodox,2.71,46.0,2.15,51.0,1.94,60.0,68.0,0.0,1.019287109375
Derrick Mehmen,19,9,0,193.04,92.99,198.9791176470588,Orthodox,1.93,14.0,4.53,48.0,1.0,16.0,0.0,0.0,1.0307662538699691
Chris Curtis,30,10,0,177.8,83.91,190.5,Orthodox,5.36,50.0,6.3,54.0,0.0,0.0,92.0,0.0,1.0714285714285714
