name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Joe Giannetti,6,1,0,182.88,70.31,187.96,Southpaw,1.93,38.0,2.8,40.0,1.0,16.0,0.0,0.0,1.027777777777778
Marcos Bonilla,4,4,0,177.8,65.77,182.0296035242291,Orthodox,0.47,12.0,0.47,94.0,0.0,0.0,0.0,0.0,1.0237885462555065
Tedd Williams,7,1,0,185.42,124.74,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Arman Ashimov,11,3,1,167.64,56.7,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Daniel Allen,5,0,0,182.88,70.31,190.5,Southpaw,7.6,51.0,5.87,53.0,2.0,66.0,100.0,0.0,1.0416666666666667
Rana Rudra Pratap Singh,11,2,0,177.8,61.23,175.26,Orthodox,0.0,0.0,9.05,27.0,0.0,0.0,0.0,0.0,0.9857142857142857
Cindy Dandois,8,3,0,170.18,61.23,174.71661691542292,Orthodox,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,1.026657755996139
Errol Zimmerman,0,1,0,190.5,83.91,195.41873015873017,Orthodox,2.95,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Kyle Sturgeon,0,1,0,190.5,102.06,195.41873015873017,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Jorge Gonzalez,16,4,0,187.96,92.99,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.027027027027027
Philipe Lins,17,5,0,187.96,92.99,198.12,Orthodox,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0,1.054054054054054
Yao Zhikui,2,4,0,165.1,56.7,162.56,Orthodox,1.44,21.0,2.82,48.0,0.66,16.0,58.0,0.0,0.9846153846153847
Andrei Kopylov,6,11,0,187.96,120.2,192.34385185185187,Orthodox,0.33,66.0,4.31,40.0,0.0,0.0,0.0,0.0,1.0233233233233234
Larissa Pacheco,10,2,0,170.18,61.23,174.71661691542292,Orthodox,1.21,19.0,4.14,55.0,0.0,0.0,0.0,0.0,1.026657755996139
Chad Sutton,2,2,0,185.42,83.91,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Anna Elmose,3,2,0,160.02,52.16,161.82622222222224,Orthodox,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0,1.0112874779541448
Merritt Warren,3,3,0,177.8,70.31,182.0296035242291,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Chris Yee,4,6,0,175.26,83.91,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Johnny Bedford,21,13,1,177.8,61.23,180.34,Orthodox,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,1.0142857142857142
Josh Hendricks,19,11,0,187.96,106.59,192.34385185185187,Southpaw,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,1.0233233233233234
Fabian Gonzalez,2,1,0,177.8,61.23,182.0296035242291,Orthodox,3.9,48.0,4.39,51.0,0.0,0.0,66.0,0.0,1.0237885462555065
Leonardo Silva de Oliveira,12,4,0,187.96,83.91,192.34385185185187,Orthodox,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0,1.0233233233233234
Garrett Armfield,9,3,0,167.64,61.23,177.8,Orthodox,5.29,44.0,3.52,57.0,0.0,0.0,75.0,0.0,1.0606060606060608
Joey Gomez,6,2,0,177.8,61.23,185.42,Orthodox,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0,1.0428571428571427
Takahiro Oba,5,7,1,172.72,90.72,177.244375,Southpaw,0.23,25.0,1.82,69.0,0.0,0.0,0.0,0.0,1.0261948529411764
Toby Misech,9,5,0,172.72,65.77,177.244375,Southpaw,3.27,40.0,7.73,46.0,0.0,0.0,0.0,0.0,1.0261948529411764
Manon Fiorot,11,1,0,170.18,56.7,165.1,Orthodox,6.05,39.0,3.31,69.0,1.36,46.0,91.0,0.0,0.9701492537313432
Tai Bowden,1,1,0,180.34,104.33,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Zach Underwood,13,7,0,187.96,83.91,192.34385185185187,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233233233233234
Josh Bumgarner,6,4,0,185.42,77.11,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Jonathan Santa Maria,3,4,0,175.26,56.7,180.1527188940092,Orthodox,3.6,51.0,2.53,74.0,0.0,0.0,80.0,0.0,1.0279169171174782
Kyle Levinton,0,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Falaniko Vitale,30,11,0,177.8,83.91,182.0296035242291,Orthodox,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0,1.0237885462555065
Tom Duquesnoy,16,2,0,170.18,61.23,172.72,Orthodox,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,1.0149253731343284
Jim Wallhead,29,11,0,177.8,77.11,182.0296035242291,Orthodox,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,1.0237885462555065
Darryl Cobb,6,8,0,175.26,83.91,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Moise Rimbon,23,11,3,177.8,92.99,182.0296035242291,Orthodox,0.8,34.0,1.0,71.0,1.0,50.0,37.0,0.0,1.0237885462555065
Alfonso Alcarez,1,3,1,160.02,65.77,161.82622222222224,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0112874779541448
Ben Lagman,6,5,0,187.96,83.91,192.34385185185187,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233233233233234
John Renken,18,28,4,182.88,86.18,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Brandon Sene,2,2,0,180.34,92.99,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
James Llontop,14,2,0,182.88,70.31,185.42,Orthodox,4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0,1.0138888888888888
Scott Fiedler,0,1,0,193.04,106.59,198.9791176470588,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0307662538699691
Liliya Shakirova,8,2,0,162.56,56.7,165.1,Orthodox,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,1.015625
Kaue Fernandes,8,2,0,175.26,70.31,185.42,Orthodox,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0,1.0579710144927537
Andre Walker,1,5,0,180.34,92.99,184.94287292817683,Southpaw,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0,1.0255233055793325
Leiticia Pestova,0,2,0,167.64,61.23,171.26154838709675,Orthodox,0.0,0.0,24.62,44.0,0.0,0.0,0.0,0.0,1.0216031280547408
Kelly Velasco,2,1,0,175.26,61.23,180.1527188940092,Orthodox,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0,1.0279169171174782
Sheldon Westcott,10,3,1,185.42,77.11,180.34,Southpaw,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0,0.9726027397260275
Anthony Leone,15,8,0,167.64,61.23,171.26154838709675,Orthodox,1.94,53.0,2.52,56.0,1.72,18.0,0.0,0.0,1.0216031280547408
Darko Stosic,13,4,0,182.88,92.99,193.04,Orthodox,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,1.0555555555555556
Melissa Martinez,7,1,0,157.48,52.16,167.64,Southpaw,3.0,57.0,2.53,45.0,1.0,50.0,0.0,0.0,1.064516129032258
Ben Jones,4,4,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Jason Medina,21,15,1,175.26,81.65,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Nandor Guelmino,11,5,1,190.5,104.33,195.41873015873017,Orthodox,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0,1.025820105820106
Nick Gibbons,2,1,0,177.8,70.31,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Andy Ogle,9,6,0,172.72,65.77,175.26,Orthodox,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,1.0147058823529411
Askar Askar,11,1,0,170.18,65.77,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0298507462686566
Paul Redmond,12,7,0,177.8,65.77,182.0296035242291,Orthodox,0.72,34.0,2.99,41.0,0.0,0.0,50.0,0.0,1.0237885462555065
Alex Torres,5,4,0,177.8,65.77,182.0296035242291,Orthodox,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0,1.0237885462555065
Ednaldo Oliveira,17,3,1,195.58,92.99,199.644,Orthodox,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,1.0207792207792208
Rudyard Moncayo,0,3,0,177.8,88.45,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Desmond Torres,7,2,0,167.64,61.23,175.26,Orthodox,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0,1.0454545454545454
Gerry Harris,1,4,0,203.2,122.47,203.2,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ronal Siahaan,7,1,0,170.18,56.7,180.34,Southpaw,0.63,66.0,6.17,25.0,0.0,0.0,25.0,0.0,1.0597014925373134
Masanori Tonooka,1,2,0,172.72,83.91,177.244375,Orthodox,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0,1.0261948529411764
Hidehiko Hasegawa,19,20,6,175.26,77.11,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Lodune Sincaid,15,9,0,175.26,83.91,180.1527188940092,Orthodox,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,1.0279169171174782
Sarah Kaufman,18,4,0,165.1,61.23,167.64,Orthodox,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0,1.0153846153846153
Gideon Ray,17,15,1,177.8,83.91,182.0296035242291,Southpaw,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0,1.0237885462555065
Gary Padilla,12,6,0,180.34,92.99,184.94287292817683,Orthodox,2.2,27.0,2.0,76.0,0.0,0.0,50.0,0.0,1.0255233055793325
Kwan Ho Kwak,9,2,0,165.1,61.23,168.14800000000002,Switch,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0,1.0184615384615388
Mark Robinson,1,0,0,182.88,120.2,187.28926406926408,Orthodox,0.0,0.0,5.8,13.0,0.0,0.0,0.0,0.0,1.0241101491101492
David Blanco,2,0,0,170.18,65.77,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Alessio Sakara,19,11,0,182.88,83.91,182.88,Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,1.0
Jesse Finney,5,1,0,182.88,77.11,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Joe Vedepo,18,9,0,182.88,83.91,187.28926406926408,Orthodox,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,1.0241101491101492
John Phillips,22,11,0,180.34,83.91,190.5,Southpaw,1.72,34.0,4.03,49.0,0.0,0.0,7.0,0.0,1.056338028169014
Neal Ewing,6,0,0,183.6809503239741,83.91,182.88,Orthodox,2.27,60.0,1.93,48.0,5.0,62.0,0.0,0.0,0.9956394480616451
Remco Pardoel,9,6,1,190.5,117.93,195.41873015873017,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Alexandre Ferreira,18,6,0,170.18,92.99,174.71661691542292,Orthodox,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,1.026657755996139
Vernon Ramos Ho,3,1,0,167.64,77.11,171.26154838709675,Orthodox,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,1.0216031280547408
Angelo Trevino,7,3,0,180.34,77.11,184.94287292817683,Switch,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,1.0255233055793325
Ross Ebanez,20,10,0,175.26,69.85,180.1527188940092,Southpaw,0.74,50.0,0.74,62.0,3.7,100.0,0.0,0.0,1.0279169171174782
Stanislav Nedkov,12,2,0,180.34,92.99,180.34,Orthodox,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,1.0
Mike Breeden,11,6,0,177.8,70.31,177.8,Orthodox,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,1.0
Melsik Baghdasaryan,8,2,0,175.26,65.77,177.8,Southpaw,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,1.0144927536231885
Gabriel Miglioli,9,9,0,172.72,77.11,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Wendell Oliveira Marques,29,10,0,177.8,77.11,182.0296035242291,Orthodox,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,1.0237885462555065
Artem Lobov,13,15,1,175.26,65.77,165.1,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,0.9420289855072463
Sai Wang,20,6,1,182.88,77.11,187.28926406926408,Southpaw,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,1.0241101491101492
Alen Amedovski,8,4,0,177.8,83.91,187.96,Orthodox,0.99,30.0,3.85,46.0,0.0,0.0,0.0,0.0,1.0571428571428572
Koji Kitao,1,2,0,200.66,158.76,203.708,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0151898734177216
Dalcha Lungiambula,11,6,0,172.72,83.91,193.04,Orthodox,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,1.1176470588235294
Irwin Rivera,10,6,0,167.64,61.23,170.18,Southpaw,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,1.0151515151515154
Adam Lynn,17,10,0,177.8,70.31,182.0296035242291,Orthodox,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,1.0237885462555065
Chad Vance,7,5,0,182.88,83.91,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Igor Zinoviev,4,1,2,185.42,90.26,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Sam Hughes,8,5,0,165.1,52.16,162.56,Orthodox,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,0.9846153846153847
Pawel Pawlak,12,3,0,182.88,77.11,185.42,Orthodox,1.67,33.0,2.22,53.0,1.0,37.0,70.0,0.0,1.0138888888888888
Ricky Johnson,10,6,0,172.72,65.77,177.244375,Orthodox,1.83,25.0,6.3,36.0,0.0,0.0,0.0,0.0,1.0261948529411764
Oumar Sy,6,0,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Jong Wang Kim,13,23,0,185.42,108.86,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Dan Charles,10,6,1,187.96,103.42,192.34385185185187,Orthodox,2.82,45.0,3.51,44.0,0.0,0.0,31.0,0.0,1.0233233233233234
Mike Aina,14,6,1,175.26,70.31,180.1527188940092,Orthodox,2.87,33.0,6.33,59.0,0.0,0.0,71.0,0.0,1.0279169171174782
Jeremiah Labiano,11,5,0,177.8,61.23,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Cyrillo Padilha,3,3,0,180.34,70.31,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Artur Oumakhanov,9,6,0,170.18,69.85,174.71661691542292,Orthodox,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0,1.026657755996139
Darrel Gholar,5,6,0,172.72,88.0,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Dennis Reed,45,62,1,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Logan Nail,1,1,0,183.6809503239741,83.91,182.88,Orthodox,1.93,51.0,2.27,39.0,0.0,0.0,37.0,0.0,0.9956394480616451
Armando Villarreal,5,2,0,170.18,61.23,167.64,Southpaw,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0,0.9850746268656715
Joaquin Buckley,17,6,0,177.8,77.11,193.04,Southpaw,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0,1.0857142857142856
Robert Bryczek,17,5,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Derek Anderson,14,3,0,182.88,70.31,187.28926406926408,Orthodox,3.97,37.0,3.08,61.0,0.34,14.0,60.0,0.0,1.0241101491101492
Bethe Correia,11,6,1,165.1,61.23,162.56,Orthodox,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,0.9846153846153847
Shannon Ross,13,8,0,167.64,56.7,167.64,Switch,6.58,38.0,8.93,52.0,0.0,0.0,100.0,0.0,1.0
Orlando Wiet,1,5,0,177.8,77.11,182.0296035242291,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Adrian Yanez,16,5,0,170.18,61.23,177.8,Orthodox,6.15,39.0,5.73,57.0,0.0,0.0,100.0,0.0,1.0447761194029852
Brandon Cash,10,4,0,195.58,115.67,199.644,Orthodox,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0,1.0207792207792208
Jamie Yager,8,4,0,185.42,83.91,190.05953757225436,Orthodox,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,1.0250217752791198
Ben Alloway,18,8,0,180.34,77.11,193.04,Orthodox,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,1.0704225352112675
Kurt Osiander,4,1,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Trevor Peek,9,1,0,175.26,70.31,177.8,Switch,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,1.0144927536231885
AJ Siscoe,1,2,0,170.18,61.23,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Chris Drumm,0,1,0,172.72,65.77,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Federico Lopez,10,6,0,162.56,63.05,165.6953125,Orthodox,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,1.019287109375
John Dowdy,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Jared Hamman,14,6,0,190.5,83.91,190.5,Orthodox,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,1.0
Henry Martinez,9,4,0,170.18,70.31,175.26,Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,1.0298507462686566
Jim Mullen,0,2,0,185.42,97.52,190.05953757225436,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Cody Pfister,13,6,1,177.8,70.31,185.42,Orthodox,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,1.0428571428571427
Cale Yarbrough,8,3,0,185.42,83.91,190.05953757225436,Orthodox,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,1.0250217752791198
Jeremy Umphries,5,2,0,172.35714285714286,72.57,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0610526315789472
Alex Hunter,2,0,0,175.26,102.51,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Bryan Travers,15,4,0,176.93105263157895,70.31,177.8,Orthodox,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0,1.0049112202493389
Todd Medina,11,9,0,177.8,87.54,182.0296035242291,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Jeremy Malaterre,4,2,0,180.34,70.31,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Yan Pellerin,11,13,0,180.34,92.99,184.94287292817683,Orthodox,0.59,25.0,0.89,66.0,4.43,100.0,0.0,0.0,1.0255233055793325
Danny Martinez,21,8,0,167.64,56.7,170.18,Orthodox,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,1.0151515151515154
Jorge Patino,38,19,2,172.72,77.11,177.244375,Orthodox,1.33,30.0,3.14,53.0,0.54,25.0,50.0,0.0,1.0261948529411764
Paul Herrera,1,1,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Hector Aldana,4,3,0,180.34,77.11,182.88,Orthodox,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,1.0140845070422535
Keith Berry,15,14,1,185.42,83.91,190.05953757225436,Orthodox,0.27,12.0,6.27,28.0,0.0,0.0,0.0,0.0,1.0250217752791198
Ryan Diaz,13,14,0,174.0835154394299,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505302557704306
Chad Robichaux,13,2,0,162.56,61.23,165.6953125,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019287109375
Shana Olsen,5,2,0,170.18,65.77,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Caolan Loughran,8,1,0,167.64,61.23,172.72,Orthodox,3.2,36.0,5.6,48.0,2.0,18.0,0.0,0.0,1.0303030303030303
Harold Howard,1,3,0,187.96,108.86,192.34385185185187,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233233233233234
Giacomo Lemos,6,0,0,190.5,112.04,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eduardo Dantas,20,4,0,177.8,61.23,182.0296035242291,Orthodox,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,1.0237885462555065
Marcin Prachnio,16,7,0,190.5,92.99,187.96,Orthodox,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,0.9866666666666667
Dino Pezao,1,3,0,186.01810397553515,92.99,182.88,Orthodox,0.66,30.0,3.28,31.0,0.0,0.0,0.0,0.0,0.9831301152497077
Mairbek Taisumov,27,6,0,175.26,70.31,185.42,Orthodox,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,1.0579710144927537
Brandon Lowe,2,1,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Qiu Lun,16,9,0,172.72,56.7,167.64,Southpaw,3.51,46.0,1.78,67.0,0.67,18.0,68.0,0.0,0.9705882352941175
Mike Richman,18,7,0,172.72,61.23,177.244375,Orthodox,4.06,44.0,3.49,43.0,0.0,0.0,76.0,0.0,1.0261948529411764
Chris Daukaus,12,7,0,190.5,92.99,193.04,Orthodox,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,1.0133333333333332
Kris McCray,8,5,0,182.88,77.11,193.04,Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,1.0555555555555556
Brandon Michaels,4,14,0,175.26,83.91,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Bruno Lopes,11,1,0,187.96,92.99,190.5,Orthodox,5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,1.0135135135135134
Stoney Hale,5,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Yoel Romero,13,5,0,182.88,83.91,185.42,Southpaw,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,1.0138888888888888
Jesse Butler,12,5,0,177.8,65.77,185.42,Orthodox,2.61,14.0,7.83,40.0,0.0,0.0,0.0,0.0,1.0428571428571427
Louis Jauregui,4,2,0,170.18,77.11,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Jerrel Venetiaan,4,3,0,185.42,88.45,190.05953757225436,Orthodox,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,1.0250217752791198
Lv Zhenhong,16,6,0,172.72,65.77,170.18,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852941176470589
Armen Petrosyan,9,2,0,190.5,83.91,180.34,Orthodox,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,0.9466666666666667
Vinicius Magalhaes,2,1,0,174.0835154394299,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505302557704306
Shang Zhifa,32,8,0,170.18,56.7,160.02,Orthodox,1.27,32.0,1.27,60.0,2.0,100.0,0.0,0.0,0.9402985074626866
James Reese,11,10,0,175.26,70.31,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
David Abbott,10,15,0,182.88,120.2,187.28926406926408,Switch,1.35,30.0,3.55,38.0,1.07,33.0,66.0,0.0,1.0241101491101492
Steven Ciaccio,4,4,0,182.88,77.11,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Charlie Campbell,8,2,0,182.88,70.31,182.88,Orthodox,11.03,54.0,5.42,60.0,0.0,0.0,100.0,0.0,1.0
Nazareno Malegarie,28,4,0,172.72,70.31,177.244375,Orthodox,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,1.0261948529411764
Christian Colombo,8,3,1,195.58,120.2,199.644,Orthodox,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,1.0207792207792208
Mike Glenn,5,6,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Craig Zellner,4,3,0,187.96,92.99,192.34385185185187,Orthodox,0.61,9.0,4.65,61.0,0.0,0.0,0.0,0.0,1.0233233233233234
Sergio Gomez,10,3,0,167.64,70.31,171.26154838709675,Orthodox,1.5,42.0,1.16,56.0,2.57,66.0,31.0,0.0,1.0216031280547408
Roshaun Jones,2,6,0,172.72,61.23,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Joey Gomez,7,1,0,177.8,70.31,180.34,Orthodox,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,1.0142857142857142
Brad Kohler,12,15,0,175.26,99.79,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
